strategy,config,timeframe,total_return_pct,total_pnl,total_trades,win_rate_pct,profit_factor,max_drawdown_pct,sharpe,sortino,calmar,avg_win,avg_loss
SMACrossoverStrategy,sma-20/21 | slip-0.1%,daily,28.2115,28211.538937101446,27,66.67,3.13,8.7395,1.36,1.98,9999.99,2303.33,-1472.05
SMACrossoverStrategy,sma-20/21 | slip-0.2%,daily,21.4756,21475.566739062677,27,55.56,2.4,9.2949,1.07,1.54,9999.99,2457.86,-1282.69
SMACrossoverStrategy,sma-5/20 | slip-0%,daily,12.2211,12221.111039257805,13,38.46,1.96,10.017,0.68,0.93,901.92,5001.49,-1598.29
SMACrossoverStrategy,sma-5/20 | slip-0.1%,daily,9.3615,9361.495412437882,13,30.77,1.65,10.9235,0.53,0.73,295.21,5963.84,-1610.43
SMACrossoverStrategy,sma-5/20 | slip-0.2%,daily,6.5844,6584.383192116984,13,30.77,1.41,11.8112,0.39,0.53,94.35,5701.56,-1802.43
SMACrossoverStrategy,sma-9/21 | slip-0%,daily,12.9913,12991.318906250017,12,50.0,2.01,14.6628,0.67,0.89,807.47,4316.2,-2150.98
SMACrossoverStrategy,sma-9/21 | slip-0.1%,daily,10.3582,10358.164176792008,12,33.33,1.72,15.6628,0.55,0.73,296.42,6179.95,-1795.2
SMACrossoverStrategy,sma-9/21 | slip-0.2%,daily,7.6334,7633.4201442431795,12,33.33,1.48,16.661,0.42,0.56,100.95,5875.53,-1983.59
SMACrossoverStrategy,sma-10/30 | slip-0%,daily,29.2573,29257.284462890624,5,60.0,16.94,7.0235,1.38,2.0,9999.99,10364.38,-917.93
SMACrossoverStrategy,sma-10/30 | slip-0.1%,daily,28.0318,28031.776427695313,5,60.0,13.16,7.2226,1.33,1.92,9999.99,10112.27,-1152.52
SMACrossoverStrategy,sma-10/30 | slip-0.2%,daily,26.6667,26666.713621679686,5,60.0,10.66,7.3856,1.27,1.84,9999.99,9809.55,-1380.97
SMACrossoverStrategy,sma-10/50 | slip-0%,daily,18.5379,18537.89,5,40.0,4.92,11.6687,0.87,1.22,6673.1,11633.33,-1576.25
SMACrossoverStrategy,sma-10/50 | slip-0.1%,daily,17.3775,17377.47412,5,40.0,4.25,11.8431,0.82,1.14,4470.3,11358.57,-1779.89
SMACrossoverStrategy,sma-10/50 | slip-0.2%,daily,16.2274,16227.38454,5,40.0,3.72,12.0365,0.77,1.07,2988.64,11096.99,-1988.87
SMACrossoverStrategy,sma-20/50 | slip-0%,daily,17.9632,17963.212177734367,4,75.0,5.09,9.6006,0.86,1.18,6703.33,7450.3,-4387.68
SMACrossoverStrategy,sma-20/50 | slip-0.1%,daily,17.0348,17034.81108482665,4,75.0,4.73,9.9506,0.82,1.12,4743.86,7201.16,-4568.66
SMACrossoverStrategy,sma-20/50 | slip-0.2%,daily,16.1407,16140.684892060539,4,75.0,4.4,10.3183,0.78,1.07,3385.64,6962.66,-4747.29
SMACrossoverStrategy,sma-50/200 | slip-0%,daily,10.5777,10577.711398925772,1,100.0,999.99,5.0329,0.85,1.2,998.73,10577.71,0.0
SMACrossoverStrategy,sma-50/200 | slip-0.1%,daily,10.3683,10368.279367526848,1,100.0,999.99,5.0374,0.83,1.18,925.04,10368.28,0.0
SMACrossoverStrategy,sma-50/200 | slip-0.2%,daily,10.1588,10158.847336127921,1,100.0,999.99,5.0419,0.82,1.15,856.53,10158.85,0.0
SMACrossoverStrategy,sma-20/100 | slip-0%,daily,15.5818,15581.811965332023,1,100.0,999.99,5.0541,1.14,1.65,5718.95,15581.81,0.0
SMACrossoverStrategy,sma-20/100 | slip-0.1%,daily,15.3665,15366.45187336669,1,100.0,999.99,5.0584,1.13,1.63,5310.41,15366.45,0.0
SMACrossoverStrategy,sma-20/100 | slip-0.2%,daily,15.0614,15061.44035074218,1,100.0,999.99,5.037,1.11,1.6,4805.75,15061.44,0.0
SMACrossoverStrategy,sma-5/10 | slip-0%,daily,8.6513,8651.33903564453,27,48.15,1.63,8.0829,0.53,0.75,306.34,1717.24,-976.62
SMACrossoverStrategy,sma-5/10 | slip-0.1%,daily,2.9566,2956.640864379883,27,44.44,1.18,9.4779,0.21,0.3,22.47,1605.23,-1087.08
SMACrossoverStrategy,sma-5/10 | slip-0.2%,daily,-2.4581,-2458.1073835498046,27,33.33,0.87,11.0747,-0.1,-0.14,-5.62,1866.03,-1069.58
SMACrossoverStrategy,sma-3/8 | slip-0%,daily,8.8359,8835.876044921875,32,46.88,1.34,9.6034,0.53,0.71,276.27,2347.37,-1551.45
SMACrossoverStrategy,sma-3/8 | slip-0.1%,daily,2.1113,2111.2613471972654,32,46.88,1.07,11.3796,0.16,0.22,11.13,2077.17,-1708.61
SMACrossoverStrategy,sma-3/8 | slip-0.2%,daily,-4.2277,-4227.678051210937,32,46.88,0.87,13.3805,-0.19,-0.25,-6.1,1822.16,-1856.47
RSIStrategy,rsi-14/30/70 | slip-0%,daily,6.0378,6037.76,1,100.0,999.99,13.5962,0.33,0.51,65.68,6037.76,0.0
RSIStrategy,rsi-14/30/70 | slip-0.1%,daily,5.8328,5832.75028,1,100.0,999.99,13.6094,0.32,0.5,60.29,5832.75,0.0
RSIStrategy,rsi-14/30/70 | slip-0.2%,daily,5.6277,5627.74056,1,100.0,999.99,13.6226,0.31,0.48,55.29,5627.74,0.0
RSIStrategy,rsi-7/30/70 | slip-0%,daily,19.8516,19851.569399414046,10,80.0,4.1,17.7644,0.77,1.16,6751.76,3282.59,-3204.58
RSIStrategy,rsi-7/30/70 | slip-0.1%,daily,17.4584,17458.399833164047,10,80.0,3.57,17.9426,0.69,1.04,3031.48,3032.82,-3402.08
RSIStrategy,rsi-7/30/70 | slip-0.2%,daily,15.1532,15153.180053906233,10,80.0,3.11,18.1202,0.61,0.91,1378.44,2791.84,-3590.75
RSIStrategy,rsi-14/20/80 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSIStrategy,rsi-14/20/80 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSIStrategy,rsi-14/20/80 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSIStrategy,rsi-7/20/80 | slip-0%,daily,5.5853,5585.28,2,50.0,26.3,16.5476,0.3,0.45,44.71,5806.0,-220.72
RSIStrategy,rsi-7/20/80 | slip-0.1%,daily,5.1428,5142.77899,2,50.0,12.97,16.6735,0.28,0.42,36.74,5572.34,-429.56
RSIStrategy,rsi-7/20/80 | slip-0.2%,daily,4.7281,4728.06798,2,50.0,8.39,16.888,0.26,0.39,30.22,5367.71,-639.64
RSIStrategy,rsi-21/40/60 | slip-0%,daily,7.0279,7027.89,2,50.0,427.71,15.1754,0.35,0.54,87.56,7044.36,-16.47
RSIStrategy,rsi-21/40/60 | slip-0.1%,daily,6.6079,6607.94893,2,50.0,29.75,15.3882,0.34,0.51,73.1,6837.8,-229.85
RSIStrategy,rsi-21/40/60 | slip-0.2%,daily,6.1904,6190.42988,2,50.0,15.04,15.5198,0.32,0.48,61.24,6631.24,-440.81
RSIStrategy,rsi-5/25/75 | slip-0%,daily,23.0452,23045.152744140614,10,90.0,4.75,17.7933,0.86,1.3,9999.99,3242.63,-6138.54
RSIStrategy,rsi-5/25/75 | slip-0.1%,daily,20.5972,20597.204688476555,10,90.0,4.28,17.8955,0.79,1.18,8545.98,2985.93,-6276.12
RSIStrategy,rsi-5/25/75 | slip-0.2%,daily,18.2197,18219.658064038078,10,90.0,3.83,18.0692,0.71,1.06,3878.29,2739.92,-6439.62
BollingerBandRSIStrategy,bb20-std2.0-rsi14/30/70 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi14/30/70 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi14/30/70 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi7/30/70 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi7/30/70 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi7/30/70 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std1.5-rsi14/30/70 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std1.5-rsi14/30/70 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std1.5-rsi14/30/70 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.5-rsi14/30/70 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.5-rsi14/30/70 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.5-rsi14/30/70 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb10-std2.0-rsi14/30/70 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb10-std2.0-rsi14/30/70 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb10-std2.0-rsi14/30/70 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi14/20/80 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi14/20/80 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BollingerBandRSIStrategy,bb20-std2.0-rsi14/20/80 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BreakoutStrategy,bb20-sq120-vol1.5 | slip-0%,daily,-0.8011,-801.06,1,0.0,0.0,3.5461,-0.13,-0.15,-7.62,0.0,-801.06
BreakoutStrategy,bb20-sq120-vol1.5 | slip-0.1%,daily,-1.0,-1000.03046,1,0.0,0.0,3.646,-0.16,-0.18,-8.92,0.0,-1000.03
BreakoutStrategy,bb20-sq120-vol1.5 | slip-0.2%,daily,-1.1919,-1191.90624,1,0.0,0.0,3.7245,-0.19,-0.22,-10.06,0.0,-1191.91
BreakoutStrategy,bb20-sq60-vol1.5 | slip-0%,daily,-0.8011,-801.06,1,0.0,0.0,3.5461,-0.13,-0.15,-7.62,0.0,-801.06
BreakoutStrategy,bb20-sq60-vol1.5 | slip-0.1%,daily,-1.0,-1000.03046,1,0.0,0.0,3.646,-0.16,-0.18,-8.92,0.0,-1000.03
BreakoutStrategy,bb20-sq60-vol1.5 | slip-0.2%,daily,-1.1919,-1191.90624,1,0.0,0.0,3.7245,-0.19,-0.22,-10.06,0.0,-1191.91
BreakoutStrategy,bb20-sq120-vol2.0 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BreakoutStrategy,bb20-sq120-vol2.0 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BreakoutStrategy,bb20-sq120-vol2.0 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BreakoutStrategy,bb10-sq120-vol1.5 | slip-0%,daily,-0.8011,-801.06,1,0.0,0.0,3.5461,-0.13,-0.15,-7.62,0.0,-801.06
BreakoutStrategy,bb10-sq120-vol1.5 | slip-0.1%,daily,-1.0,-1000.03046,1,0.0,0.0,3.646,-0.16,-0.18,-8.92,0.0,-1000.03
BreakoutStrategy,bb10-sq120-vol1.5 | slip-0.2%,daily,-1.1919,-1191.90624,1,0.0,0.0,3.7245,-0.19,-0.22,-10.06,0.0,-1191.91
MomentumConfluenceStrategy,mc-12/26/9-ema200 | slip-0%,daily,-1.3594,-1359.38,4,25.0,0.18,1.6572,-0.8,-0.98,-25.03,292.0,-550.46
MomentumConfluenceStrategy,mc-12/26/9-ema200 | slip-0.1%,daily,-2.1436,-2143.57295,4,25.0,0.04,2.3421,-1.12,-1.3,-24.42,95.65,-746.41
MomentumConfluenceStrategy,mc-12/26/9-ema200 | slip-0.2%,daily,-2.9148,-2914.81806,4,0.0,0.0,3.0153,-1.35,-1.49,-22.75,0.0,-728.7
MomentumConfluenceStrategy,mc-12/26/9-ema50 | slip-0%,daily,-1.7227,-1722.73,5,20.0,0.14,3.7777,-0.47,-0.59,-13.07,292.0,-503.68
MomentumConfluenceStrategy,mc-12/26/9-ema50 | slip-0.1%,daily,-2.6955,-2695.4969,5,20.0,0.03,4.5418,-0.72,-0.87,-14.46,95.65,-697.79
MomentumConfluenceStrategy,mc-12/26/9-ema50 | slip-0.2%,daily,-3.6573,-3657.28056,5,0.0,0.0,5.2889,-0.93,-1.1,-14.51,0.0,-731.46
MomentumConfluenceStrategy,mc-8/21/5-ema200 | slip-0%,daily,-0.0193,-19.26,3,66.67,0.93,0.6437,-0.02,-0.02,-1.17,130.97,-281.2
MomentumConfluenceStrategy,mc-8/21/5-ema200 | slip-0.1%,daily,-0.6168,-616.81168,3,0.0,0.0,0.9645,-0.48,-0.6,-22.31,0.0,-205.6
MomentumConfluenceStrategy,mc-8/21/5-ema200 | slip-0.2%,daily,-1.2077,-1207.7196,3,0.0,0.0,1.4555,-0.79,-0.91,-26.01,0.0,-402.57
MomentumConfluenceStrategy,mc-5/13/3-ema100 | slip-0%,daily,0.1856,185.56,4,50.0,1.42,0.6467,0.16,0.24,11.64,311.28,-218.5
MomentumConfluenceStrategy,mc-5/13/3-ema100 | slip-0.1%,daily,-0.6103,-610.26548,4,25.0,0.29,0.9432,-0.42,-0.56,-22.6,251.03,-287.1
MomentumConfluenceStrategy,mc-5/13/3-ema100 | slip-0.2%,daily,-1.4006,-1400.552,4,25.0,0.04,1.4006,-0.82,-0.97,-30.3,51.73,-484.09
MultiIndicatorStrategy,multi-b4/s4 | slip-0%,daily,-4.4519,-4451.920158691413,2,50.0,0.68,18.9145,-0.12,-0.17,-4.4,9507.61,-13959.53
MultiIndicatorStrategy,multi-b4/s4 | slip-0.1%,daily,-4.818,-4817.987698532722,2,50.0,0.66,18.9329,-0.14,-0.2,-4.52,9327.17,-14145.16
MultiIndicatorStrategy,multi-b4/s4 | slip-0.2%,daily,-5.1841,-5184.0552383740305,2,50.0,0.64,18.9514,-0.15,-0.22,-4.62,9146.73,-14330.79
MultiIndicatorStrategy,multi-b3/s3 | slip-0%,daily,12.155,12155.047182617187,9,44.44,3.32,4.9699,0.81,1.15,1775.94,4347.1,-1046.67
MultiIndicatorStrategy,multi-b3/s3 | slip-0.1%,daily,10.1601,10160.076042944336,9,44.44,2.64,5.3439,0.69,0.97,808.5,4090.73,-1240.57
MultiIndicatorStrategy,multi-b3/s3 | slip-0.2%,daily,8.2253,8225.254319199219,9,44.44,2.15,5.7784,0.56,0.79,364.95,3850.04,-1434.98
MultiIndicatorStrategy,multi-b5/s5 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MultiIndicatorStrategy,multi-b5/s5 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MultiIndicatorStrategy,multi-b5/s5 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MultiIndicatorStrategy,multi-b3/s5 | slip-0%,daily,12.5706,12570.611611328117,1,100.0,999.99,18.8557,0.5,0.73,541.87,12570.61,0.0
MultiIndicatorStrategy,multi-b3/s5 | slip-0.1%,daily,12.3591,12359.07291971679,1,100.0,999.99,18.8743,0.5,0.72,502.53,12359.07,0.0
MultiIndicatorStrategy,multi-b3/s5 | slip-0.2%,daily,12.1475,12147.53422810546,1,100.0,999.99,18.8929,0.49,0.71,465.94,12147.53,0.0
MultiIndicatorStrategy,multi-b5/s3 | slip-0%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MultiIndicatorStrategy,multi-b5/s3 | slip-0.1%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MultiIndicatorStrategy,multi-b5/s3 | slip-0.2%,daily,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMACrossoverStrategy,sma-20/21 | vol-scale,daily,28.2115,28211.538937101446,27,66.67,3.13,8.7395,1.36,1.98,9999.99,2303.33,-1472.05
SMACrossoverStrategy,sma-20/21 | dd-throttle,daily,28.2115,28211.538937101446,27,66.67,3.13,8.7395,1.36,1.98,9999.99,2303.33,-1472.05
SMACrossoverStrategy,sma-10/30 | vol-scale,daily,28.0318,28031.776427695313,5,60.0,13.16,7.2226,1.33,1.92,9999.99,10112.27,-1152.52
SMACrossoverStrategy,sma-10/30 | dd-throttle,daily,28.0318,28031.776427695313,5,60.0,13.16,7.2226,1.33,1.92,9999.99,10112.27,-1152.52
SMACrossoverStrategy,sma-20/21 | vol-scale,daily,28.2115,28211.538937101446,27,66.67,3.13,8.7395,1.36,1.98,9999.99,2303.33,-1472.05
SMACrossoverStrategy,sma-20/21 | dd-throttle,daily,28.2115,28211.538937101446,27,66.67,3.13,8.7395,1.36,1.98,9999.99,2303.33,-1472.05
SMACrossoverStrategy,sma-10/30 | vol-scale,daily,28.0318,28031.776427695313,5,60.0,13.16,7.2226,1.33,1.92,9999.99,10112.27,-1152.52
SMACrossoverStrategy,sma-10/30 | dd-throttle,daily,28.0318,28031.776427695313,5,60.0,13.16,7.2226,1.33,1.92,9999.99,10112.27,-1152.52
SMACrossoverStrategy,sma-10/30 | vol-scale,daily,28.0318,28031.776427695313,5,60.0,13.16,7.2226,1.33,1.92,9999.99,10112.27,-1152.52
SMACrossoverStrategy,sma-10/30 | dd-throttle,daily,28.0318,28031.776427695313,5,60.0,13.16,7.2226,1.33,1.92,9999.99,10112.27,-1152.52
RSIStrategy,rsi-5/25/75 | vol-scale,daily,20.5972,20597.204688476555,10,90.0,4.28,17.8955,0.79,1.18,8545.98,2985.93,-6276.12
RSIStrategy,rsi-5/25/75 | dd-throttle,daily,20.5972,20597.204688476555,10,90.0,4.28,17.8955,0.79,1.18,8545.98,2985.93,-6276.12
SMACrossoverStrategy,sma-20/21 | vol-scale,daily,28.2115,28211.538937101446,27,66.67,3.13,8.7395,1.36,1.98,9999.99,2303.33,-1472.05
SMACrossoverStrategy,sma-20/21 | dd-throttle,daily,28.2115,28211.538937101446,27,66.67,3.13,8.7395,1.36,1.98,9999.99,2303.33,-1472.05
RSIStrategy,rsi-5/25/75 | vol-scale,daily,20.5972,20597.204688476555,10,90.0,4.28,17.8955,0.79,1.18,8545.98,2985.93,-6276.12
RSIStrategy,rsi-5/25/75 | dd-throttle,daily,20.5972,20597.204688476555,10,90.0,4.28,17.8955,0.79,1.18,8545.98,2985.93,-6276.12
RSIStrategy,rsi-7/30/70 | vol-scale,daily,17.4584,17458.399833164047,10,80.0,3.57,17.9426,0.69,1.04,3031.48,3032.82,-3402.08
RSIStrategy,rsi-7/30/70 | dd-throttle,daily,17.4584,17458.399833164047,10,80.0,3.57,17.9426,0.69,1.04,3031.48,3032.82,-3402.08
MACDStrategy,macd-3/10/3 | vol-scale,daily,6.1923,6192.254254531258,59,40.68,1.15,17.5789,0.37,0.48,54.11,1933.73,-1149.07
MACDStrategy,macd-3/10/3 | dd-throttle,daily,6.1923,6192.254254531258,59,40.68,1.15,17.5789,0.37,0.48,54.11,1933.73,-1149.07
SMACrossoverStrategy,sma-10/50 | vol-scale,daily,17.3775,17377.47412,5,40.0,4.25,11.8431,0.82,1.14,4470.3,11358.57,-1779.89
SMACrossoverStrategy,sma-10/50 | dd-throttle,daily,17.3775,17377.47412,5,40.0,4.25,11.8431,0.82,1.14,4470.3,11358.57,-1779.89
RSIStrategy,rsi-5/25/75 | vol-scale,daily,20.5972,20597.204688476555,10,90.0,4.28,17.8955,0.79,1.18,8545.98,2985.93,-6276.12
RSIStrategy,rsi-5/25/75 | dd-throttle,daily,20.5972,20597.204688476555,10,90.0,4.28,17.8955,0.79,1.18,8545.98,2985.93,-6276.12
SMACrossoverStrategy,sma-20/50 | vol-scale,daily,17.0348,17034.81108482665,4,75.0,4.73,9.9506,0.82,1.12,4743.86,7201.16,-4568.66
SMACrossoverStrategy,sma-20/50 | dd-throttle,daily,17.0348,17034.81108482665,4,75.0,4.73,9.9506,0.82,1.12,4743.86,7201.16,-4568.66
RSIStrategy,rsi-7/30/70 | vol-scale,daily,17.4584,17458.399833164047,10,80.0,3.57,17.9426,0.69,1.04,3031.48,3032.82,-3402.08
RSIStrategy,rsi-7/30/70 | dd-throttle,daily,17.4584,17458.399833164047,10,80.0,3.57,17.9426,0.69,1.04,3031.48,3032.82,-3402.08
SMACrossoverStrategy,sma-10/50 | vol-scale,daily,17.3775,17377.47412,5,40.0,4.25,11.8431,0.82,1.14,4470.3,11358.57,-1779.89
SMACrossoverStrategy,sma-10/50 | dd-throttle,daily,17.3775,17377.47412,5,40.0,4.25,11.8431,0.82,1.14,4470.3,11358.57,-1779.89
