Datetime,Open,High,Low,Close,Volume
2025-03-25 15:25:00-04:00,574.45,574.4798,574.11,574.11,387302
2025-03-25 15:30:00-04:00,574.11,574.66,574.11,574.53,538759
2025-03-25 15:35:00-04:00,574.5102,574.88,573.87,574.53,669195
2025-03-25 15:40:00-04:00,574.5198,574.93,574.5,574.85,1008456
2025-03-25 15:45:00-04:00,574.87,575.41,574.76,575.37,690274
2025-03-25 15:50:00-04:00,575.37,575.56,574.7,575.295,1294182
2025-03-25 15:55:00-04:00,575.27,575.6,575.03,575.36,1703520
2025-03-26 09:30:00-04:00,575.19,575.62,574.74,575.01,818960
2025-03-26 09:35:00-04:00,575.025,576.12,574.99,575.81,668380
2025-03-26 09:40:00-04:00,575.8,576.33,575.43,575.8,454491
2025-03-26 09:45:00-04:00,575.805,575.89,574.76,574.88,464693
2025-03-26 09:50:00-04:00,574.88,574.99,574.06,574.34,737372
2025-03-26 09:55:00-04:00,574.35,574.3699,573.33,573.63,746035
2025-03-26 10:00:00-04:00,573.62,574.52,573.51,573.81,826875
2025-03-26 10:05:00-04:00,573.805,574.18,573.32,573.6036,526005
2025-03-26 10:10:00-04:00,573.625,574.09,573.49,574.0199,346603
2025-03-26 10:15:00-04:00,574.03,574.21,573.35,573.35,395823
2025-03-26 10:20:00-04:00,573.34,573.3855,572.486,572.95,888361
2025-03-26 10:25:00-04:00,572.9388,573.44,572.87,573.375,453450
2025-03-26 10:30:00-04:00,573.37,573.55,573.195,573.43,318485
2025-03-26 10:35:00-04:00,573.415,573.71,573.28,573.37,354714
2025-03-26 10:40:00-04:00,573.35,573.58,573.29,573.45,240324
2025-03-26 10:45:00-04:00,573.43,573.51,572.87,572.9,342033
2025-03-26 10:50:00-04:00,572.92,573.83,572.92,573.63,886062
2025-03-26 10:55:00-04:00,573.65,573.68,573.21,573.44,222068
2025-03-26 11:00:00-04:00,573.42,573.84,573.31,573.67,908514
2025-03-26 11:05:00-04:00,573.66,573.77,573.5315,573.7,147455
2025-03-26 11:10:00-04:00,573.69,573.84,573.38,573.54,193469
2025-03-26 11:15:00-04:00,573.54,573.57,573.18,573.34,165703
2025-03-26 11:20:00-04:00,573.33,573.39,572.84,572.84,264575
2025-03-26 11:25:00-04:00,572.85,572.87,571.95,572.34,490779
2025-03-26 11:30:00-04:00,572.315,572.79,572.2825,572.43,317013
2025-03-26 11:35:00-04:00,572.43,572.63,572.39,572.58,285512
2025-03-26 11:40:00-04:00,572.56,572.7599,572.005,572.07,369054
2025-03-26 11:45:00-04:00,572.06,572.17,571.54,571.75,261374
2025-03-26 11:50:00-04:00,571.76,571.838,570.7,571.12,661253
2025-03-26 11:55:00-04:00,571.11,571.36,570.12,570.66,927357
2025-03-26 12:00:00-04:00,570.66,570.77,570.23,570.41,493075
2025-03-26 12:05:00-04:00,570.4299,571,570.38,570.57,513209
2025-03-26 12:10:00-04:00,570.5612,570.94,570.45,570.69,295494
2025-03-26 12:15:00-04:00,570.69,570.69,570.32,570.35,235261
2025-03-26 12:20:00-04:00,570.35,570.81,570.2048,570.46,482831
2025-03-26 12:25:00-04:00,570.455,571.12,570.45,571.07,361584
2025-03-26 12:30:00-04:00,571.07,571.39,570.5831,570.75,429891
2025-03-26 12:35:00-04:00,570.74,571.17,570.55,570.57,200133
2025-03-26 12:40:00-04:00,570.64,570.88,570.3114,570.4,354860
2025-03-26 12:45:00-04:00,570.39,570.9,570.31,570.87,349998
2025-03-26 12:50:00-04:00,570.8256,570.95,569.9,569.94,378167
2025-03-26 12:55:00-04:00,569.94,569.98,569.28,569.49,406333
2025-03-26 13:00:00-04:00,569.49,569.94,569.39,569.5616,413462
2025-03-26 13:05:00-04:00,569.54,569.86,569.48,569.81,225049
2025-03-26 13:10:00-04:00,569.7668,570.1999,569.69,569.91,633813
2025-03-26 13:15:00-04:00,569.89,569.91,568.9602,569.14,503900
2025-03-26 13:20:00-04:00,569.115,569.43,568.9199,569.28,352281
2025-03-26 13:25:00-04:00,569.27,569.36,568.78,568.95,250561
2025-03-26 13:30:00-04:00,568.965,568.985,568.14,568.26,615547
2025-03-26 13:35:00-04:00,568.28,568.46,567.94,568.36,491559
2025-03-26 13:40:00-04:00,568.33,569.28,568.33,568.565,710537
2025-03-26 13:45:00-04:00,568.54,568.93,568.16,568.35,253282
2025-03-26 13:50:00-04:00,568.33,568.61,568.2999,568.43,205719
2025-03-26 13:55:00-04:00,568.3612,568.47,568.01,568.0498,311216
2025-03-26 14:00:00-04:00,568.06,568.55,567.96,568.3509,435101
2025-03-26 14:05:00-04:00,568.32,568.615,568.075,568.6,260782
2025-03-26 14:10:00-04:00,568.57,569.29,568.54,568.99,885293
2025-03-26 14:15:00-04:00,568.9901,569.31,568.88,569.005,319402
2025-03-26 14:20:00-04:00,569,569.33,568.9024,569.19,399467
2025-03-26 14:25:00-04:00,569.18,569.49,568.96,569.2406,367525
2025-03-26 14:30:00-04:00,569.22,569.48,568.77,568.775,283376
2025-03-26 14:35:00-04:00,568.7636,568.93,568.59,568.676,218619
2025-03-26 14:40:00-04:00,568.68,568.8697,568.02,568.17,434831
2025-03-26 14:45:00-04:00,568.18,568.37,567.26,567.59,520673
2025-03-26 14:50:00-04:00,567.5832,567.73,567.3788,567.51,403395
2025-03-26 14:55:00-04:00,567.53,567.6,567.2,567.41,294547
2025-03-26 15:00:00-04:00,567.4,568.02,567.38,567.54,851501
2025-03-26 15:05:00-04:00,567.5201,567.68,567.25,567.38,555171
2025-03-26 15:10:00-04:00,567.3723,567.57,567.19,567.5037,891362
2025-03-26 15:15:00-04:00,567.5,568.3,567.41,568.17,481482
2025-03-26 15:20:00-04:00,568.1798,568.74,567.94,567.9439,743003
2025-03-26 15:25:00-04:00,567.95,568.3,567.6501,567.7,641382
2025-03-26 15:30:00-04:00,567.71,568.1,567.61,568.02,1098812
2025-03-26 15:35:00-04:00,568.0201,568.1,567.65,567.86,1093777
2025-03-26 15:40:00-04:00,567.88,568.64,567.86,568.36,1113358
2025-03-26 15:45:00-04:00,568.36,568.91,568.1,568.8888,1023375
2025-03-26 15:50:00-04:00,568.9,569.58,568.67,569.35,2359071
2025-03-26 15:55:00-04:00,569.33,569.34,568.7,568.74,2858568
2025-03-27 09:30:00-04:00,567.18,567.52,565.93,566.28,1110496
2025-03-27 09:35:00-04:00,566.3,566.42,565.34,565.385,828953
2025-03-27 09:40:00-04:00,565.37,565.69,564.94,565.5653,952490
2025-03-27 09:45:00-04:00,565.56,566.77,565.56,566.56,835121
2025-03-27 09:50:00-04:00,566.62,567.94,566.46,567.77,988578
2025-03-27 09:55:00-04:00,567.82,568.43,567.7284,568.33,1191712
2025-03-27 10:00:00-04:00,568.31,568.94,568.13,568.53,878648
2025-03-27 10:05:00-04:00,568.51,568.815,567.7891,568.27,520053
2025-03-27 10:10:00-04:00,568.25,569.07,567.53,568.87,512973
2025-03-27 10:15:00-04:00,568.89,569.2597,568.35,569.09,335168
2025-03-27 10:20:00-04:00,569.09,569.2,568.23,568.6363,322021
2025-03-27 10:25:00-04:00,568.6,569.58,568.52,569.52,363076
2025-03-27 10:30:00-04:00,569.52,569.785,569.25,569.71,551616
2025-03-27 10:35:00-04:00,569.72,570.49,569.6,570.2,674509
2025-03-27 10:40:00-04:00,570.2,570.6,570.01,570.41,510380
2025-03-27 10:45:00-04:00,570.42,570.5983,569.88,569.97,444192
2025-03-27 10:50:00-04:00,569.98,570.69,569.72,570.66,375405
2025-03-27 10:55:00-04:00,570.69,570.7999,570.27,570.7999,376795
2025-03-27 11:00:00-04:00,570.8,570.9,570.37,570.6988,379014
2025-03-27 11:05:00-04:00,570.68,570.8098,570.09,570.11,563141
2025-03-27 11:10:00-04:00,570.12,570.77,570.05,570.7,344974
2025-03-27 11:15:00-04:00,570.7,570.88,570.1722,570.785,258711
2025-03-27 11:20:00-04:00,570.76,570.78,570.09,570.44,203584
2025-03-27 11:25:00-04:00,570.43,570.57,569.81,569.86,212077
2025-03-27 11:30:00-04:00,569.88,569.88,568.92,569,491833
2025-03-27 11:35:00-04:00,568.99,569.27,568.41,568.68,509485
2025-03-27 11:40:00-04:00,568.69,568.75,568.15,568.395,381533
2025-03-27 11:45:00-04:00,568.41,568.4999,567.87,567.92,324407
2025-03-27 11:50:00-04:00,567.9499,568.6,567.91,568.4,448744
2025-03-27 11:55:00-04:00,568.37,568.37,567.85,567.94,208328
2025-03-27 12:00:00-04:00,567.96,568.52,567.79,568.47,302889
2025-03-27 12:05:00-04:00,568.5,569.26,568.4516,569.12,355188
2025-03-27 12:10:00-04:00,569.14,569.16,568.56,568.89,246622
2025-03-27 12:15:00-04:00,568.89,569.73,568.77,569.551,233050
2025-03-27 12:20:00-04:00,569.61,569.9102,568.9468,569.25,336250
2025-03-27 12:25:00-04:00,569.26,569.26,568.53,568.645,222198
2025-03-27 12:30:00-04:00,568.65,569.3,568.65,568.8088,195463
2025-03-27 12:35:00-04:00,568.79,568.85,568.31,568.61,226829
2025-03-27 12:40:00-04:00,568.594,568.96,568.43,568.68,119304
2025-03-27 12:45:00-04:00,568.64,568.85,567.51,567.53,299383
2025-03-27 12:50:00-04:00,567.5,567.6,567.07,567.38,443231
2025-03-27 12:55:00-04:00,567.39,567.4,566.6001,566.66,503486
2025-03-27 13:00:00-04:00,566.66,567.25,566.38,567.05,372424
2025-03-27 13:05:00-04:00,567.05,567.59,566.8001,567.4313,344808
2025-03-27 13:10:00-04:00,567.4,568.0663,567.29,568.04,291374
2025-03-27 13:15:00-04:00,568.03,568.19,567.64,567.68,311513
2025-03-27 13:20:00-04:00,567.66,567.92,567.36,567.66,247357
2025-03-27 13:25:00-04:00,567.66,567.67,566.73,566.76,457420
2025-03-27 13:30:00-04:00,566.79,567.47,566.7,567.16,357311
2025-03-27 13:35:00-04:00,567.13,567.2388,566.64,567.01,205568
2025-03-27 13:40:00-04:00,567,567.2,566.69,566.79,147770
2025-03-27 13:45:00-04:00,566.83,567.5,566.82,567.43,210149
2025-03-27 13:50:00-04:00,567.46,567.7676,566.45,566.5,293583
2025-03-27 13:55:00-04:00,566.49,566.78,566.423,566.635,211951
2025-03-27 14:00:00-04:00,566.65,567.38,566.56,567.355,238487
2025-03-27 14:05:00-04:00,567.35,568.15,567.35,567.81,531927
2025-03-27 14:10:00-04:00,567.8,568.505,567.7,568.4671,323639
2025-03-27 14:15:00-04:00,568.49,568.68,567.99,568.19,297562
2025-03-27 14:20:00-04:00,568.17,568.55,567.83,567.865,248163
2025-03-27 14:25:00-04:00,567.86,568.25,567.64,567.96,251770
